,buurtnaam,industrie,sport,x,y,lon,lat,gem_gas_woning,gem_gas_woning_cor,gem_elektriciteit_woning,gem_gas_bedrijf,gem_elektriciteit_bedrijf,potent_pand_asbest,gebouwen_gebruik_gas,meer_reg_woning,meer_reg_industrie,hoge_gas_verbruik,hoge_asbest_buurt,hoge_dichtheid_buurt,industrie_buurt,industriegebied,env_effect
0, ,0.0,0.0,127272.95398507464,486387.34210281924,4.980126602072969,52.3646723666335,30.0,35.0,2978.0,0.0,5753.0,0,10,456,0,0,0,0,0,0,0
1,AMC,17.0,0.0,125675.148825,478351.402025,4.95736857,52.29236704349999,0.0,0.0,0.0,0.0,0.0,0,0,0,16,0,0,0,1,1,2
2,Aalsmeerwegbuurt Oost,8.0,0.0,118367.77275825826,484680.37678453454,4.849575192725225,52.348809865210214,892.0,1036.0,1963.0,229.0,4220.0,0,1332,1276,4,0,0,1,1,1,3
3,Aalsmeerwegbuurt West,2.0,2.0,118227.64035379539,484799.73318283824,4.847505579669967,52.34987319759736,832.0,966.0,1889.0,155.0,1655.0,0,1515,1471,0,0,0,1,0,0,1
4,Afrikahaven,84.0,1.0,111515.72801923077,491259.69372115383,4.748165822019231,52.40743912557692,0.0,0.0,0.0,9377.0,222510.0,0,32,0,83,1,0,0,1,1,3
5,Alexanderplein e.o.,3.0,0.0,123217.1242892562,486320.69765289256,4.920588770330578,52.363853878140496,914.0,1060.0,2082.0,273.0,14357.0,0,242,238,0,0,0,0,0,0,0
6,Alfa-driehoek,42.0,1.0,118326.12516932908,489969.9605271566,4.848386800383387,52.396345818594256,0.0,0.0,0.0,2205.0,771224.0,5,31,0,41,0,0,0,1,1,2
7,Amerikahaven,132.0,0.0,114452.59534634146,491361.9779804878,4.7913104314634145,52.40858251229268,0.0,0.0,0.0,2529.0,116919.0,3,111,0,125,0,0,0,1,1,2
8,Amstel III deel A/B Noord,7.0,2.0,124954.55003511303,479981.2671087061,4.946661238273209,52.306976525555555,0.0,0.0,0.0,1416.0,91323.0,0,59,1418,4,0,0,1,1,1,3
9,Amstel III deel A/B Zuid,8.0,0.0,125533.59681705639,479009.066411967,4.9552363534663,52.298270253046766,84.0,98.0,2227.0,1482.0,19515.0,4,398,1354,7,0,0,1,1,1,3
10,Amstel III deel C/D Noord,214.0,0.0,124316.08907438017,479928.6570041322,4.9373048537190085,52.30646846634297,0.0,0.0,0.0,9995.0,158246.0,0,426,0,212,1,0,0,1,1,3
11,Amstel III deel C/D Zuid,41.0,1.0,124840.28447560975,478700.7407195122,4.9451004698780485,52.29546161853658,0.0,0.0,0.0,9495.0,108208.0,4,68,0,40,1,0,0,1,1,3
12,Amstelglorie,0.0,0.0,122160.65261764705,483029.28414705885,4.9054001000000005,52.334210638823535,1291.0,1495.0,2446.0,1449.0,64984.0,3,34,0,0,1,0,0,0,0,1
13,Amstelkwartier Noord,2.0,0.0,123110.5124531579,483582.0676063158,4.919283155347368,52.33923464866316,47.0,53.0,1690.0,10708.0,45771.0,10,1032,1835,2,1,1,1,1,1,5
14,Amstelkwartier West,3.0,0.0,122747.00361507936,483059.49899206345,4.913999520277778,52.334516922380956,337.0,397.0,1548.0,54311.0,290482.0,10,755,711,3,1,1,0,1,1,4
15,Amstelkwartier Zuid,39.0,1.0,123152.6969044586,483061.0301146497,4.919951410191082,52.33455432439491,0.0,0.0,36.0,24731.0,157343.0,60,104,0,39,1,1,0,1,1,4
16,Amstelpark,1.0,1.0,121397.06537037037,482509.4192962963,4.894249321851851,52.32949228703704,0.0,0.0,0.0,3879.0,21982.0,1,22,0,0,0,0,0,0,0,0
17,Amstelveldbuurt,12.0,1.0,121747.83025787729,486287.7196807628,4.899021538582089,52.36347050728026,1184.0,1374.0,2363.0,1464.0,13083.0,39,1199,973,10,1,1,0,1,1,4
18,Amsterdamse Bos,23.0,36.0,118471.13014285713,482976.85241964285,4.851276901964285,52.33350661785715,832.0,964.0,1418.0,1400.0,5136.0,34,98,11,20,0,1,0,1,1,3
19,Amsterdamse Poort,4.0,4.0,125389.85042597403,480809.80932103895,4.952971060098701,52.31444664617663,324.0,376.0,1030.0,220.0,48238.0,0,845,1574,4,0,0,1,1,1,3
20,Andreasterrein,0.0,0.0,118110.65233644859,485583.60934579436,4.845702697682243,52.35691026400001,73.0,85.0,2799.0,0.0,9608.0,18,19,501,0,0,1,0,0,0,1
21,Anjeliersbuurt Noord,48.0,1.0,120709.43186679414,488049.58288400254,4.883597409184194,52.37924101806246,950.0,1104.0,1985.0,763.0,5029.0,77,1569,1345,33,0,1,1,1,1,4
22,Anjeliersbuurt Zuid,62.0,1.0,120611.48532536102,487815.9405514441,4.882182891719314,52.37713508505415,847.0,985.0,1771.0,388.0,3370.0,204,2196,1956,38,0,1,1,1,1,4
23,Architectenbuurt,0.0,0.0,124723.7036190945,486829.6184665354,4.942660908316929,52.36851282694882,734.0,852.0,1833.0,23.0,167.0,0,1003,990,0,0,0,0,0,0,0
24,BG-terrein e.o.,8.0,0.0,121534.1425321101,487008.0129119266,4.8958127682752295,52.36993103040367,954.0,1108.0,1880.0,4356.0,24764.0,0,515,367,4,0,0,0,1,1,2
25,Baanakkerspark Noord,1.0,0.0,125315.26688194444,490260.4121203704,4.9510433610185185,52.39937880550926,964.0,1120.0,2587.0,0.0,0.0,432,432,353,0,0,1,0,0,0,1
26,Baanakkerspark Zuid,0.0,0.0,125045.71220930232,489917.6511627907,4.947113501424418,52.39628364119186,1229.0,1426.0,2797.0,0.0,1085.0,344,344,259,0,1,1,0,0,0,2
27,Balboaplein e.o.,9.0,1.0,118680.98420668859,486960.70738048246,4.85392555723136,52.369324603185305,743.0,862.0,1669.0,659.0,5329.0,5,1823,1666,7,0,0,1,1,1,3
28,Banne Noordoost,0.0,0.0,123449.01019021739,491494.7425271739,4.923507005794837,52.41036791502038,997.0,1157.0,2381.0,0.0,6.0,1389,1470,1467,0,1,1,1,0,0,3
29,Banne Noordwest,1.0,2.0,123102.29058818343,491618.6067089947,4.918399748580247,52.41146106308642,884.0,1025.0,2060.0,10.0,22.0,1122,1130,1121,0,0,1,1,0,0,2
30,Banne Zuidoost,1.0,4.0,123020.48556209453,490985.04688183503,4.917257845111214,52.40576233447174,497.0,576.0,2094.0,0.0,6142.0,478,1413,2025,0,0,1,1,0,0,2
31,Banne Zuidwest,13.0,0.0,122669.8354355285,491020.3480354178,4.912101767753182,52.406059047376864,776.0,900.0,2211.0,0.0,833.0,1291,1415,1377,7,0,1,1,1,1,4
32,Banpleinbuurt,0.0,2.0,120098.95050738916,485150.48976600985,4.874932857586207,52.353147589532014,1692.0,1963.0,3387.0,915.0,5519.0,0,406,274,0,1,0,0,0,0,1
33,Beatrixpark,0.0,0.0,120728.0,484161.0,4.88426636,52.34429433,3140.0,3650.0,5460.0,0.0,36450.0,0,1,0,0,1,0,0,0,0,1
34,Bedrijvencentrum Osdorp,46.0,1.0,113971.89557714286,486072.23198857147,4.784893016971428,52.3610081024,273.0,320.0,712.0,4864.0,22691.0,67,164,41,42,0,1,0,1,1,3
35,Bedrijvencentrum Westerkwartier,57.0,1.0,119433.6090945946,488570.21143918915,4.86480567722973,52.38383887527027,249.0,290.0,740.0,3456.0,23007.0,28,124,2,56,0,1,0,1,1,3
36,Bedrijvengebied Cruquiusweg,84.0,0.0,125282.10791206313,486861.24321195035,4.950856882717023,52.368827532784664,234.0,270.0,983.0,2327.0,45864.0,8,522,634,83,0,0,0,1,1,2
37,Bedrijvengebied Veelaan,119.0,1.0,124346.57009625668,486775.1296203208,4.937128628395722,52.36800220256684,267.0,310.0,452.0,1915.0,11790.0,4,153,2,118,0,0,0,1,1,2
38,Bedrijvengebied Zeeburgerkade,52.0,0.0,124362.60925773195,486665.91849999997,4.937374074072165,52.36702150865979,0.0,0.0,546.0,1514.0,14371.0,21,72,44,52,0,1,0,1,1,3
39,Bedrijvenpark Lutkemeer,50.0,0.0,112872.38254651162,485669.6492209302,4.768803061744186,52.35730674534884,545.0,633.0,1334.0,4458.0,71775.0,11,70,18,49,0,1,0,1,1,3
40,Bedrijventerrein Hamerstraat,169.0,1.0,123406.62344147843,488657.4297535934,4.923151148829569,52.38486574755647,365.0,425.0,840.0,4666.0,25099.0,9,456,154,164,0,0,0,1,1,2
41,Bedrijventerrein Landlust,36.0,4.0,119031.5154,488512.74953863636,4.858906074818182,52.38329625347727,398.0,460.0,1929.0,402.0,55767.0,135,440,358,36,0,1,0,1,1,3
42,Bedrijventerrein Nieuwendammerdijk,47.0,0.0,124935.546825,488643.33508749993,4.945609027750001,52.384824959499994,1330.0,1550.0,2970.0,3070.0,35020.0,5,80,0,47,1,0,0,1,1,3
43,Bedrijventerrein Schinkel,138.0,4.0,118069.83457500002,483926.8318,4.84528541090625,52.34201759515626,13.0,15.0,24.0,8212.0,67778.0,96,247,1,136,1,1,0,1,1,4
44,Bedrijventerrein Sloterdijk I,124.0,1.0,118492.56203717472,489501.5685613383,4.850882907769517,52.39214736840149,0.0,0.0,0.0,15237.0,335482.0,115,226,0,122,1,1,0,1,1,4
45,Beethovenbuurt,3.0,2.0,120387.8732234375,484660.132090625,4.879223911453125,52.34875886903124,1619.0,1879.0,3418.0,393.0,6092.0,2,640,342,2,1,0,0,1,1,3
46,Begijnhofbuurt,2.0,1.0,121228.4310152207,487088.6822770167,4.891315942876712,52.37063731660579,679.0,788.0,1364.0,4759.0,44703.0,14,577,313,0,0,1,0,0,0,1
47,Belgiëplein e.o.,0.0,1.0,115802.30516949153,484354.4333658192,4.811963074067797,52.34570350478813,727.0,845.0,2045.0,0.0,6532.0,0,685,636,0,0,0,0,0,0,0
48,Bellamybuurt Noord,32.0,2.0,119547.79491366907,486948.69475604966,4.866653858018313,52.369273283871806,832.0,966.0,1864.0,385.0,2811.0,0,1529,1389,23,0,0,1,1,1,3
49,Bellamybuurt Zuid,85.0,1.0,119467.96419017542,486644.3085266667,4.865513933266667,52.36653250477544,680.0,790.0,1637.0,585.0,8793.0,29,2844,2537,74,0,1,1,1,1,4
50,Bertelmanpleinbuurt,0.0,0.0,119024.29504732824,484732.40526870225,4.85920460140458,52.34932083728244,834.0,968.0,1516.0,51.0,371.0,0,647,618,0,0,0,0,0,0,0
51,Betondorp,25.0,0.0,124872.70800049555,483753.7267239842,4.945124122591675,52.340876806238846,875.0,1016.0,1742.0,40.0,387.0,40,2016,1934,21,0,1,1,1,1,4
52,Bijlmermuseum Noord,0.0,0.0,126818.49323822223,481500.0698595556,4.97386389136,52.32072538696889,269.0,312.0,2193.0,0.0,144.0,720,1083,1077,0,0,1,1,0,0,2
53,Bijlmermuseum Zuid,17.0,0.0,127002.04054770317,481190.36643038865,4.976581652621908,52.3179513080848,77.0,89.0,2298.0,207.0,2108.0,1413,1411,1385,17,0,1,1,1,1,4
54,Blauwe Zand,0.0,0.0,123752.9117432286,489555.521268689,4.928153771083424,52.39295698529794,1022.0,1187.0,2321.0,40.0,418.0,9,921,875,0,1,0,0,0,0,1
55,Bloemenbuurt Noord,6.0,2.0,122907.89227525855,490126.6926101829,4.915685394622116,52.39804151068417,977.0,1135.0,2085.0,0.0,364.0,10,1227,1185,0,0,1,1,0,0,2
56,Bloemenbuurt Zuid,8.0,1.0,122788.76493415637,489765.26386008225,4.913969763655692,52.39478626205076,904.0,1050.0,1846.0,176.0,2683.0,4,1370,1325,4,0,0,1,1,1,3
57,Bloemgrachtbuurt,56.0,0.0,120477.35478336981,487524.6586529541,4.880243080035011,52.37450884238074,963.0,1118.0,1979.0,426.0,3704.0,110,2285,1978,29,0,1,1,1,1,4
58,Borgerbuurt,12.0,0.0,119577.72082982173,486471.3199924365,4.867143565343057,52.3649848993463,777.0,903.0,1620.0,79.0,1887.0,166,1814,1602,6,0,1,1,1,1,4
59,Borneo,14.0,0.0,124869.7318349179,487166.02650388936,4.944774839127053,52.37154423547969,63.0,73.0,2675.0,0.0,707.0,0,138,1102,11,0,0,1,1,1,3
60,Bosleeuw,10.0,3.0,118346.01807655004,488266.26415760303,4.848864977367509,52.38103568249047,751.0,872.0,1880.0,192.0,9287.0,334,2574,2737,8,0,1,1,1,1,4
61,Bretten Oost,2.0,5.0,116604.3429090909,488883.309,4.8232154790909085,52.38646204909091,0.0,0.0,0.0,0.0,27675.0,4,0,0,2,0,0,0,1,1,2
62,Bretten West,0.0,0.0,113377.0,488964.0,4.77580198,52.38695209,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
63,Buiksloterbreek,0.0,0.0,122384.52906976744,490587.88372093026,4.9079512247093025,52.40215548988372,1076.0,1248.0,3094.0,0.0,0.0,0,172,118,0,1,0,0,0,0,1
64,Buiksloterdijk Oost,0.0,0.0,123409.53605454546,490024.0344545455,4.923065318545454,52.397148011090906,1831.0,2129.0,3317.0,0.0,801.0,17,55,54,0,1,1,0,0,0,2
65,Buiksloterdijk West,0.0,0.0,123098.44666666667,490392.1473,4.918459826333334,52.40043833033334,1742.0,2021.0,3471.0,0.0,0.0,10,60,60,0,1,1,0,0,0,2
66,Buiksloterham,136.0,1.0,121922.64195506419,489607.5742125535,4.901261027867332,52.39331752366619,0.0,0.0,985.0,7303.0,83983.0,35,947,1023,135,0,1,1,1,1,4
67,Buikslotermeer Noord,6.0,1.0,124734.10799870967,490673.47121935483,4.942467248929033,52.40305927127096,798.0,926.0,2136.0,0.0,82.0,1443,1549,1240,0,0,1,1,0,0,2
68,Buikslotermeerplein,0.0,1.0,124639.5977191393,490146.04562740657,4.94112628630804,52.398313965809734,660.0,766.0,1693.0,1209.0,20822.0,142,853,627,0,0,1,0,0,0,1
69,Buitenveldert Midden Zuid,4.0,1.0,120004.76459399924,482139.8585032282,4.873863411655906,52.32608404264717,886.0,1029.0,2688.0,13.0,938.0,2542,2593,2049,0,0,1,1,0,0,2
70,Buitenveldert Oost Midden,8.0,2.0,120749.89140638002,482711.6173994452,4.884735032875636,52.33126956378641,656.0,762.0,1873.0,0.0,605.0,1640,2139,1917,0,0,1,1,0,0,2
71,Buitenveldert West Midden,0.0,0.0,119201.3982287234,482768.55229432625,4.8620125332978725,52.331682549024826,1227.0,1425.0,2875.0,57.0,5124.0,233,557,415,0,1,1,0,0,0,2
72,Buitenveldert Zuidoost,2.0,1.0,120675.97975129151,482132.0736623616,4.883709796686347,52.32605638845387,871.0,1011.0,2375.0,71.0,844.0,2174,2677,2171,0,0,1,1,0,0,2
73,Buitenveldert Zuidwest,8.0,0.0,119228.193591817,482185.29546005157,4.8624676293653355,52.3264424051482,830.0,964.0,2141.0,1551.0,10497.0,2159,3059,2496,5,0,1,1,1,1,4
74,Burgemeester Tellegenbuurt Oost,11.0,0.0,121895.29272002362,484849.98966509156,4.9013278817070285,52.35055806413467,855.0,992.0,1708.0,344.0,2521.0,0,1689,1616,8,0,0,1,1,1,3
75,Burgemeester Tellegenbuurt West,2.0,0.0,121573.53198049511,484769.62003150786,4.896613563885972,52.34981627942985,895.0,1037.0,1679.0,0.0,0.0,0,1333,1288,0,0,0,1,0,0,1
76,Burgwallen Oost,41.0,0.0,121736.89010314208,487329.8444795082,4.898757833101093,52.37283574357924,901.0,1045.0,1816.0,2571.0,12513.0,25,1459,1027,32,0,1,1,1,1,4
77,Buurt 10,1.0,0.0,114404.81318094219,488257.9389957174,4.790984114421841,52.38068358817987,983.0,1142.0,2803.0,9.0,48.0,0,930,917,1,0,0,0,1,0,1
78,Buurt 2,6.0,0.0,116997.17750419625,488082.45994577144,4.829076111839897,52.37929203365397,700.0,812.0,1643.0,351.0,4690.0,34,1421,1377,4,0,1,1,1,1,4
79,Buurt 3,12.0,4.0,116997.1950849333,488424.3831350472,4.829037709642043,52.382364895395376,975.0,1132.0,1910.0,59.0,753.0,706,3030,2657,10,0,1,1,1,1,4
80,Buurt 4 Oost,5.0,1.0,116154.4507249857,488339.8842349914,4.816670245854774,52.38154661534591,931.0,1080.0,2252.0,353.0,4318.0,691,1696,1537,0,0,1,1,0,0,2
81,Buurt 5 Noord,3.0,2.0,116009.4926737864,487915.26749255665,4.814590607184466,52.37772022651132,839.0,973.0,1842.0,75.0,1588.0,171,1403,1369,0,0,1,1,0,0,2
82,Buurt 5 Zuid,19.0,1.0,115913.43200609756,487556.0205868902,4.813221723856707,52.37448477366362,819.0,951.0,1903.0,64.0,775.0,1172,1764,1747,17,0,1,1,1,1,4
83,Buurt 6,20.0,0.0,115185.6252604457,487713.17546657386,4.802515837082173,52.37584486999304,869.0,1008.0,1997.0,103.0,1112.0,1218,1410,1265,14,0,1,1,1,1,4
84,Buurt 7,10.0,1.0,114822.81430547818,487746.522647168,4.797184089442897,52.37611814265552,753.0,874.0,2619.0,10.0,860.0,526,814,939,10,0,1,0,1,1,3
85,Buurt 8,15.0,0.0,115197.33333170202,488027.81589722674,4.802650510587275,52.37867343908102,396.0,460.0,2229.0,128.0,7709.0,782,1167,1735,14,0,1,1,1,1,4
86,Buurt 9,3.0,0.0,115115.49077253218,488400.93238798284,4.801404305600858,52.38202073393133,854.0,991.0,2314.0,43.0,3539.0,1147,2255,2227,0,0,1,1,0,0,2
87,Buyskade e.o.,36.0,6.0,119847.27931991525,488059.7441424788,4.87093484901483,52.3792778301589,696.0,808.0,1707.0,96.0,1733.0,184,1716,1756,27,0,1,1,1,1,4
88,Calandlaan/Lelylaan,0.0,1.0,115381.59970238095,485409.76488095237,4.805665114136905,52.35515784235118,764.0,886.0,2000.0,0.0,0.0,1,663,655,0,0,0,0,0,0,0
89,Centrumeiland,0.0,0.0,129503.08832894736,484845.2461315789,5.012984921052632,52.350921092499995,0.0,0.0,0.0,0.0,22253.0,0,0,70,0,0,0,0,0,0,0
90,Circus/Kermisbuurt,0.0,0.0,120746.47744945568,492405.6687402799,4.883696860046657,52.4183924992224,743.0,863.0,2389.0,0.0,0.0,0,643,625,0,0,0,0,0,0,0
91,Coenhaven/Mercuriushaven,297.0,4.0,119968.49140847457,490094.207259322,4.872502638152542,52.39756964081356,0.0,0.0,349.0,5013.0,164037.0,77,354,0,295,0,1,0,1,1,3
92,Columbusplein e.o.,10.0,2.0,118768.98793898306,486589.1375612591,4.855257721046005,52.36599102312833,756.0,878.0,1633.0,177.0,4372.0,0,2065,1963,5,0,0,1,1,1,3
93,Concertgebouwbuurt,2.0,0.0,120224.12195158597,485635.3462721202,4.876719908447413,52.357513085475794,1293.0,1501.0,2859.0,592.0,5568.0,0,1179,991,0,1,0,0,0,0,1
94,Cornelis Douwesterrein,204.0,0.0,120569.79205536332,491518.5556193772,4.881190385155709,52.41040855384083,0.0,0.0,0.0,6922.0,71630.0,2,182,0,203,0,0,0,1,1,2
95,Cornelis Schuytbuurt,3.0,0.0,119882.88608216782,485396.31288636365,4.871735974219114,52.355343104102566,1431.0,1661.0,3036.0,722.0,6670.0,12,1706,1505,0,1,1,1,0,0,3
96,Cornelis Troostbuurt,29.0,1.0,121059.41365943877,484873.43113265303,4.889057801292517,52.35071774784864,764.0,887.0,1728.0,535.0,4524.0,0,2312,2183,17,0,0,1,1,1,3
97,Cremerbuurt Oost,18.0,1.0,119493.70463700069,486147.3239642607,4.865944287925719,52.362067655227754,791.0,917.0,1922.0,190.0,1615.0,0,1427,1363,10,0,0,1,1,1,3
98,Cremerbuurt West,41.0,1.0,119140.78302546551,485996.7354520811,4.860779427308324,52.36069132882257,805.0,934.0,1862.0,205.0,2225.0,0,3652,3418,25,0,0,1,1,1,3
99,Czaar Peterbuurt,95.0,2.0,123808.97536560433,486969.0691232712,4.929217562820204,52.36971492985568,630.0,731.0,1570.0,281.0,2333.0,13,1610,1372,87,0,1,1,1,1,4
100,D-buurt,2.0,0.0,125448.70846239272,481596.17419535585,4.953765256638062,52.321517232009086,7.0,9.0,1112.0,0.0,28374.0,419,412,1943,2,0,1,1,1,1,4
101,Da Costabuurt Noord,31.0,1.0,119931.44244639437,487013.6136372048,4.872280011608169,52.3698813538194,830.0,963.0,1941.0,540.0,6791.0,4,3129,2755,19,0,0,1,1,1,3
102,Da Costabuurt Zuid,22.0,0.0,120048.80288705739,486676.2609481074,4.874038280921856,52.36685695649573,635.0,738.0,1766.0,551.0,4298.0,8,1638,1483,13,0,0,1,1,1,3
103,Dapperbuurt Noord,51.0,0.0,123658.058915197,486348.39949043153,4.927059516532833,52.36412816938086,732.0,850.0,1727.0,508.0,3551.0,461,2631,2247,37,0,1,1,1,1,4
104,Dapperbuurt Zuid,37.0,2.0,123690.37648757498,486022.9879781491,4.927564259417309,52.361205430574124,745.0,865.0,1698.0,720.0,4283.0,15,2306,1962,27,0,1,1,1,1,4
105,De Aker Oost,0.0,0.0,114253.94101081567,484566.2663105003,4.78921571920685,52.34749465695809,904.0,1050.0,3231.0,30.0,1252.0,13,1853,2084,0,0,1,1,0,0,2
106,De Aker West,2.0,0.0,113450.41713691795,484923.5948348115,4.777379661884701,52.35064583962306,698.0,811.0,2940.0,0.0,634.0,4,1669,1703,0,0,0,1,0,0,1
107,De Bongerd,0.0,0.0,122040.66352859962,491271.61211735697,4.902831492130177,52.408279781005916,347.0,403.0,2947.0,0.0,452.0,1,466,986,0,0,0,0,0,0,0
108,De Eenhoorn,5.0,3.0,123209.5863449692,484723.8221409993,4.92062901357974,52.349501757926085,598.0,694.0,1322.0,1082.0,38915.0,780,1437,1372,3,0,1,1,1,1,4
109,De Heining,89.0,0.0,112704.07233628319,489944.5818141593,4.765794333893806,52.39571321867256,0.0,0.0,0.0,0.0,8125.0,3,0,0,89,0,0,0,1,1,2
110,De Kleine Wereld,10.0,2.0,124614.75049689827,490469.17320905713,4.940731959522332,52.40121663299008,933.0,1083.0,2057.0,11.0,500.0,1377,1603,1136,3,0,1,1,1,1,4
111,De Klenckebuurt,0.0,0.0,120584.94608571428,483006.0551619048,4.882285186785714,52.333905492595235,698.0,810.0,2023.0,339.0,28015.0,2,416,406,0,0,0,0,0,0,0
112,De Omval,14.0,0.0,122884.01607739308,484152.13535641547,4.915905447230143,52.34434487580448,3.0,4.0,2188.0,1662.0,5140.0,16,17,412,14,0,1,0,1,1,3
113,De Punt,36.0,2.0,114066.91491865215,485535.7879554118,4.786353101827774,52.35619403964261,608.0,707.0,2587.0,73.0,763.0,2420,2715,2597,34,0,1,1,1,1,4
114,De Wester Quartier,27.0,0.0,119137.88399890948,486728.11753653217,4.860658842802617,52.3672642876772,800.0,930.0,1946.0,87.0,1887.0,10,917,864,20,0,1,0,1,1,3
115,De Wetbuurt,3.0,0.0,123570.5583442623,484048.2463934426,4.925989794655737,52.34345086721312,1004.0,1166.0,2071.0,672.0,2077.0,5,913,838,0,1,0,0,0,0,1
116,De Wittenbuurt Noord,5.0,0.0,120433.61533559322,488542.14098757063,4.879496098418079,52.38365048620339,771.0,896.0,1865.0,103.0,1324.0,0,884,841,2,0,0,0,1,1,2
117,De Wittenbuurt Zuid,1.0,0.0,120244.31986339756,488356.5136567425,4.876735050595447,52.381970252066544,658.0,766.0,1603.0,107.0,817.0,0,571,552,0,0,0,0,0,0,0
118,Delflandpleinbuurt Oost,1.0,0.0,117976.47631321022,484726.46400355117,4.843827522542614,52.34919784286222,342.0,397.0,1616.0,0.0,24244.0,695,553,1341,0,0,1,1,0,0,2
119,Delflandpleinbuurt West,2.0,1.0,117588.04467543036,484706.4702425665,4.838129172438185,52.34899183764946,240.0,279.0,1744.0,2232.0,10998.0,1347,1492,3031,0,0,1,1,0,0,2
120,Den Texbuurt,3.0,0.0,121311.48772182598,485840.1236804565,4.892660525663338,52.359421213894436,1173.0,1362.0,2548.0,1645.0,12622.0,2,691,560,2,1,0,0,1,1,3
121,Diamantbuurt,26.0,0.0,122220.20893189558,484904.5463927355,4.9060911905278095,52.35106786051646,917.0,1065.0,1709.0,261.0,1718.0,3,1760,1621,17,0,0,1,1,1,3
122,Diepenbrockbuurt,1.0,1.0,120455.09694067798,484360.3889774012,4.880241238728813,52.34606917867232,1880.0,2182.0,3890.0,7.0,4233.0,16,337,204,0,1,1,0,0,0,2
123,Don Bosco,30.0,1.0,123640.47003290044,485114.9421645022,4.926916302484848,52.353041648632036,1035.0,1202.0,2276.0,1532.0,11521.0,222,1155,1052,27,1,1,1,1,1,5
124,Dorp Driemond,4.0,0.0,129716.74622320117,479805.03757121885,5.0164989459177685,52.30563212767988,1120.0,1301.0,2837.0,0.0,871.0,249,676,630,3,1,1,0,1,1,4
125,Dorp Sloten,47.0,2.0,114758.1459715536,483924.97602407006,4.796691746630197,52.34176840706784,1151.0,1336.0,2507.0,776.0,5919.0,28,443,254,43,1,1,0,1,1,4
126,Drieburg,0.0,4.0,124048.3316,483646.3408,4.933037605,52.339865877,0.0,0.0,0.0,8280.0,21240.0,0,8,0,0,1,0,0,0,0,1
127,Driehoekbuurt,66.0,1.0,120714.75920613208,488270.82958867925,4.883653048311321,52.38122976383019,818.0,949.0,1678.0,484.0,3113.0,86,2120,1901,46,0,1,1,1,1,4
128,Duivelseiland,9.0,0.0,120771.96157486911,485177.1484670157,4.884808117989529,52.35342952471205,804.0,934.0,1992.0,320.0,6381.0,0,955,883,2,0,0,0,1,1,2
129,Durgerdam,6.0,1.0,128179.01740776698,487945.08385436895,4.993304956601942,52.37871735621359,1745.0,2025.0,3538.0,0.0,4322.0,62,200,176,4,1,1,0,1,1,4
130,E-buurt,19.0,2.0,126068.39990359897,481911.6425976864,4.962827160347043,52.32438543268637,4.0,4.0,3134.0,2146.0,5142.0,107,287,721,19,0,1,0,1,1,3
131,Ecowijk,2.0,0.0,119693.56647763577,488572.4146565495,4.868623545990415,52.3838754663099,62.0,72.0,1997.0,12.0,410.0,0,626,603,0,0,0,0,0,0,0
132,Eendrachtspark,0.0,0.0,115649.74678488373,488566.91989534884,4.80923131877907,52.38355110215116,757.0,877.0,2199.0,74.0,2031.0,66,172,154,0,0,1,0,0,0,1
133,Elandsgrachtbuurt,155.0,4.0,120457.58221851118,487132.2515041041,4.879993038315878,52.37098093324936,878.0,1020.0,1860.0,822.0,5607.0,223,3521,2948,122,0,1,1,1,1,4
134,Elzenhagen Noord,0.0,0.0,123997.62969525396,491023.934582015,4.931613203680267,52.4061679174771,697.0,809.0,2697.0,0.0,5863.0,0,991,1194,0,0,0,1,0,0,1
135,Elzenhagen Zuid,0.0,3.0,123800.70486067019,490420.3861522634,4.9287755538506755,52.40073249688418,1.0,1.0,1620.0,0.0,14367.0,1,1,1649,0,0,0,1,0,0,1
136,Emanuel van Meterenbuurt,8.0,3.0,116663.2594399657,485997.2258979416,4.824410133301886,52.360528428473415,872.0,1012.0,2613.0,193.0,1818.0,1099,1164,903,7,0,1,0,1,1,3
137,Entrepot-Noordwest,0.0,0.0,124261.75673210832,486952.5146247582,4.935867179690522,52.3695916784913,464.0,539.0,1620.0,56.0,3059.0,0,600,991,0,0,0,0,0,0,0
138,Erasmusparkbuurt Oost,1.0,1.0,118875.42621792035,487842.2085353982,4.856685686692479,52.37725970192478,846.0,981.0,2092.0,105.0,976.0,2,904,884,0,0,0,0,0,0,0
139,Erasmusparkbuurt West,3.0,2.0,118519.40851353711,487890.43737991265,4.851452311196507,52.377669578912666,813.0,944.0,1743.0,364.0,4503.0,24,2279,2175,0,0,1,1,0,0,2
140,F-buurt,7.0,0.0,125541.3937630935,481167.53855408716,4.955162177474302,52.31766985804699,172.0,200.0,2325.0,99.0,9040.0,454,962,1950,6,0,1,1,1,1,4
141,Fannius Scholtenbuurt,35.0,0.0,120045.29544251715,488538.55904638965,4.8737930627591775,52.383593704033885,683.0,793.0,1586.0,107.0,961.0,47,2479,2332,23,0,1,1,1,1,4
142,Felix Meritisbuurt,41.0,3.0,120822.28607621009,487158.3549031926,4.885345393743563,52.3712383492585,1072.0,1245.0,2168.0,2379.0,10392.0,52,1883,1428,24,1,1,1,1,1,5
